id,place,tweets,sentiment,longitude,latitude
1.59E+18,"{'fullName': 'East Borneo, Indonesia', 'name': 'East Borneo', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","tahukah kamu alasan nama ibu kota nusantara
kalimantan timur",0,113.836655,-2.409401
1.59E+18,"{'fullName': 'Cipondoh, Indonesia', 'name': 'Cipondoh', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}",tenaga kerja di ibu kota nusantara disesuaikan dengan kebutuhan,0,106.633275,-6.24277
1.59E+18,"{'fullName': 'Cipondoh, Indonesia', 'name': 'Cipondoh', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}",bendungan semoi sepaku dibangun untuk ibu kota  nusantara dan balikpapan,0,106.633275,-6.24277
1.59E+18,"{'fullName': 'Gorontalo, Indonesia', 'name': 'Gorontalo', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","ibu kota nrgara baru nusantara beri dampak positif pada peningkatan ekonomi dan infrastruktur


gorontalo",1,121.1612453,0.3057512
1.59E+18,"{'fullName': 'Bengkulu, Indonesia', 'name': 'Bengkulu', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","ikn nusantara jadi inspirasi baru bagi ibu kota lain di dunia





bengkulu",1,101.022751,-5.503956
1.59E+18,"{'fullName': 'Kota Jambi, Jambi', 'name': 'Kota Jambi', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","ikn nusantara jadi insipirasi ibu kota degan mindset ekonomi baru

jambi",1,103.571625,-1.684741
1.59E+18,"{'fullName': 'Jagakarsa, Indonesia', 'name': 'Jagakarsa', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}",setidaknya ada tiga hal yaitu  pemekaran provinsi papua dan papua barat  pembentukan daerah khusus ibu kota negara nusantara ikn di kalimantan timur dan  perubahan status daerah khusus ibukota jakarta setelah ibukota negara dipindahkan ke ikn atas dasar hal,0,106.799599,-6.3641
1.59E+18,"{'fullName': 'Sanan Wetan, Indonesia', 'name': 'Sanan Wetan', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}",bendungan sepaku semol dibangun untuk ibu kota nusantara amp balikpapan,0,112.134407,-8.134566
1.59E+18,"{'fullName': 'Blang Kejeran, Indonesia', 'name': 'Blang Kejeran', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}","jadi inspirasi ibu kota lain di dunia 
ikn nusantara menjadi mindset ekonomi baru
presiden jokowi






aceh mendukung",1,97.198616,3.674011
1.59E+18,"{'fullName': 'Blang Kejeran, Indonesia', 'name': 'Blang Kejeran', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}","ikn nusantara
ibu kota negara
selaku organisasi di dayak kaltim
menyambut secara terbuka ikn nusantara





aceh mendukung",1,97.198616,3.674011
1.59E+18,"{'fullName': 'Mamuju, Indonesia', 'name': 'Mamuju', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}",jadi inspirasi ibu kota lain di dunia ikn jadi mindset ekonomi baru ayo warga sulawesi barat dukung ikn nusantara,1,118.7779432,-2.7883968
1.59E+18,"{'fullName': 'Jambi Luar Kota, Indonesia', 'name': 'Jambi Luar Kota', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}","ikn nusantara ibu kota baru indonesia penuh sensasi alam dan teknologi 






jambi",1,103.47953,-1.754549
1.59E+18,"{'fullName': 'East Nusa Tenggara, Indonesia', 'name': 'East Nusa Tenggara', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","ikn nusantara jadi inspirasi baru bagi ibu kota lain di dunia
nusa tenggara timur",1,118.927002,-11.007615
1.59E+18,"{'fullName': 'West Nusa Tenggara, Indonesia', 'name': 'West Nusa Tenggara', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}",ikn jadi inspirasi ibu kota lain di dunia mahasiswa nusa tenggara barat mendukung pembangunan ikn nusantara,1,115.820981,-9.109656
1.58E+18,"{'fullName': 'Jambi, Indonesia', 'name': 'Jambi', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","masyarakat indonesia pasti mendukung pembangunan ibu kota negara 
yuk semua elemen di  kita dapatkan barisan untuk  dengan ikn nusantara 





jambi",1,101.135872,-2.771348
1.58E+18,"{'fullName': 'Central Borneo, Indonesia', 'name': 'Central Borneo', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","ikn nusantara ibu kota baru indonesia penuh sensasi alam dan teknologi
 
kalimantan tengah",0,110.734124,-3.5622
1.58E+18,"{'fullName': 'Bali, Indonesia', 'name': 'Bali', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","ikn nusantara ibu kota baru indonesia penuh sensasi alam dan teknologi





bali",0,114.431626,-8.849261
1.58E+18,"{'fullName': 'Yogyakarta, Indonesia', 'name': 'Yogyakarta', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}",ikn nusantara ibu kota baru indonesia yang penuh dengan sensai alam dan teknologi daerah istimewa yogyakarta ikn yogyakarta,1,110.006125,-8.206926
1.58E+18,"{'fullName': 'Bali, Indonesia', 'name': 'Bali', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","ikn nusantara ibu kota baru indonesia penuh sensasi alam dan teknologi






bali",1,114.431626,-8.849261
1.58E+18,"{'fullName': 'Kota Jambi, Jambi', 'name': 'Kota Jambi', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","ikn nusantara ibu kota baru indonesia penuh sensasi alam dan teknologi 

jambi dukung pembangunan ikn nusantara",1,103.571625,-1.684741
1.58E+18,"{'fullName': 'Cidadap, Indonesia', 'name': 'Cidadap', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}","ibu kota nusantara merupakan basis ekonomi baru




sektor pariwisata tidak akan mengalami teka an oleh rkuhp 

agro industri solusi ketahanan pangan nasional",1,107.5935367,-6.8849935
1.58E+18,"{'fullName': 'East Nusa Tenggara, Indonesia', 'name': 'East Nusa Tenggara', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","ikn nusantara  ibu kota baru yang penuh sensasi alam dan teknologi 





nusa tenggara timur",1,118.927002,-11.007615
1.58E+18,"{'fullName': 'North Moluccas, Indonesia', 'name': 'North Moluccas', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","ikn nusantara ibu kota baru indonesia penuh sensasi alam dan teknologi

maluku utara",1,117.182171,-7.586469
1.58E+18,"{'fullName': 'Indonesia', 'name': 'Indonesia', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}",ibu kota negara nusantara merupakan basis ekonomi baru,1,115.185377,-8.746756
1.58E+18,"{'fullName': 'East Borneo, Indonesia', 'name': 'East Borneo', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","mobil sama orang nya gak jauh beda sama garang
kalo mobil garang menjemput rejeki tapi kalo orang nya garang menjemput jodoh    ibu kota negara nusantara",-1,116.73215,-1.30930082
1.58E+18,"{'fullName': 'Setia Budi, Indonesia', 'name': 'Setia Budi', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}",kementerian pupr mengajak  untuk memantau sejumlah proyek pembangunan di ibu kota negara ikn nusantara di kalimantan timur,0,106.817351,-6.24152
1.58E+18,"{'fullName': 'Cakranegara, Indonesia', 'name': 'Cakranegara', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}","ibu kota nusantara untuk  indonesia menuju indonesia yang lebih maju dan sejahtera





nusa tenggara barat",1,116.1127404,-8.623615
1.58E+18,"{'fullName': 'North Moluccas, Indonesia', 'name': 'North Moluccas', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","pembangunan ibu kota nusantara bukan lah hanya membangun fisik semata 





ternate  maluku  utara",0,117.182171,-7.586469
1.58E+18,"{'fullName': 'Kota Jambi, Jambi', 'name': 'Kota Jambi', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","sosialisasi uu nomor  tahun  tentang ibu kota negara dan peraturan pelaksanaan uu ikn

jambi dukung pembangunan ikn nusantara",1,103.571625,-1.684741
1.58E+18,"{'fullName': 'Mataram, Indonesia', 'name': 'Mataram', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}","bnyak dampak positif dari pembangunan ibu kota nusantara 
nusa tenggara barat",1,116.0865381,-8.608804
1.58E+18,"{'fullName': 'Jambi, Indonesia', 'name': 'Jambi', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","ikn merupakan ibu kota negara yang menjadi kebanggaan rakyat 
mari mendukung pembangunan ikn nusantara 





jambi",1,101.135872,-2.771348
1.58E+18,"{'fullName': 'East Borneo, Indonesia', 'name': 'East Borneo', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","ikn nusantara akan menjadi ibu kota paling maju sepanjang masa






kalimantan timur",1,113.836655,-2.409401
1.58E+18,"{'fullName': 'Cipondoh, Indonesia', 'name': 'Cipondoh', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}",presiden  menerima dewan penasihat ibu kota nusantara ikn tony blair di istana merdeka jakarta pada rabu  oktober,0,106.633275,-6.24277
1.58E+18,"{'fullName': 'Cipondoh, Indonesia', 'name': 'Cipondoh', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}",presiden  menegaskan bahwa pemindahan ibu kota ke nusantara merupakan langkah indonesia untuk membangun budaya kerja pemikiran dan basis ekonomi baru,0,106.633275,-6.24277
1.58E+18,"{'fullName': 'Cilandak, Indonesia', 'name': 'Cilandak', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}","jokowi akan membangun budaya kerja baru yang produktif di ibu kota nusantara ikn 


cringe
voldemort
batik air
risol
bsi mobile
celebratethikatancinta
prayforbali
fourtwnty
netflix
spotify
ronaldo
tik tok",0,106.772155,-6.3184311
1.58E+18,"{'fullName': 'Cilandak, Indonesia', 'name': 'Cilandak', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}",jokowi menjelaskan bahwa ibu kota nusantara atau ikn akan dibangun menjadi kota pintar masa depan ibu kota baru yang terletak di kaltim itu kata dia akan berbasis hutan amp alam yang belum pernah ada di dunia,0,106.772155,-6.3184311
1.58E+18,"{'fullName': 'West Borneo, Indonesia', 'name': 'West Borneo', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","dunia
dilanda krisis ekonomi globaldan gelaptapi indonesia mampu membangun ibu kota rinusantara
 dari mana dana nya",-1,108.5949,-3.067652
1.58E+18,"{'fullName': 'West Borneo, Indonesia', 'name': 'West Borneo', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}",ah malas bahas  masalah ibu kota riyg baru nusantara,-1,108.5949,-3.067652
1.58E+18,"{'fullName': 'Gubeng, Indonesia', 'name': 'Gubeng', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}",presiden joko widodo jokowi mengungkapkan ibu kota nusantara nusantara dibangun dengan konsep kota pintar masa depan berbasis alam dengan  persennya merupakan area hijau,0,112.743061,-7.304619
1.58E+18,"{'fullName': 'Wonosobo, Indonesia', 'name': 'Wonosobo', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}","pln siap suplai kebutuhan listrik di ibu kota negara nusantara

jawa tengah dukung ikn",1,109.887198,-7.395319
1.58E+18,"{'fullName': 'Tebet, Indonesia', 'name': 'Tebet', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}","forum jajak pasar 
potensi investasi ibu kota nusantara
iknkadin

sejarah baru peradaban baru
bersama ketua ikn  amp sekretaris ikn   xxi  jakarta theatre",0,106.848009,-6.23550933
1.58E+18,"{'fullName': 'Janapria, Indonesia', 'name': 'Janapria', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}","skema dan peluang investasi di ibu kota nusantara





nusa tenggara barat",0,116.336934,-8.756058
1.58E+18,"{'fullName': 'Bengkulu, Indonesia', 'name': 'Bengkulu', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","ikn skema dan peluang investasi di ibu kota nusantara






bengkulu",0,101.022751,-5.503956
1.58E+18,"{'fullName': 'Sumurbandung, Indonesia', 'name': 'Sumurbandung', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}","skema dan peluang investasi di ibu kota nusantara





jawa barat",0,107.604046,-6.922359
1.58E+18,"{'fullName': 'South East Sulawesi, Indonesia', 'name': 'South East Sulawesi', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","ada banyak peluang di ibu kota nusantara

sulawesitenggara",0,120.8647856,-6.218277
1.58E+18,"{'fullName': 'West Papua, Indonesia', 'name': 'West Papua', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","skema dan peluang investasi di ibu kota nusantara





papua barat   oktober",0,129.298158,-4.31892
1.58E+18,"{'fullName': 'North Moluccas, Indonesia', 'name': 'North Moluccas', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","ikn nusantara skema dan peluang investasi di ibu kota nusantara 





ternate  maluku utara  malut",0,117.182171,-7.586469
1.58E+18,"{'fullName': 'Candisari, Indonesia', 'name': 'Candisari', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}","skema dan peluang investasi di ibu kota nusantara





jawa tengah",0,110.416826,-7.032846
1.58E+18,"{'fullName': 'West Papua, Indonesia', 'name': 'West Papua', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","keren 
ikn nusantara skema dan peluang investasi di ibu kota negara






papua barat mendukung ikn",1,129.298158,-4.31892
1.58E+18,"{'fullName': 'Central Borneo, Indonesia', 'name': 'Central Borneo', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","skema dan peluan investasi di ibu kota nusantara

kalimantan tengah",0,110.734124,-3.5622
1.58E+18,"{'fullName': 'West Papua, Indonesia', 'name': 'West Papua', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","ikn nusantara skema dan peluang investasi di ibu kota negara






papua barat mendukung ikn",0,129.298158,-4.31892
1.58E+18,"{'fullName': 'East Nusa Tenggara, Indonesia', 'name': 'East Nusa Tenggara', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}",skema dan peluang investasi di ibu kota nusantara masyarakat nusa tenggara timur mendukung pembangunan ikn nusantara,0,118.927002,-11.007615
1.58E+18,"{'fullName': 'West Papua, Indonesia', 'name': 'West Papua', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","dukung pembangunan ibu kota negara baru kabiro pengelolaan bmn kunjungi ikn nusantara

papua barat dukung ikn",1,129.298158,-4.31892
1.58E+18,"{'fullName': 'Bali, Indonesia', 'name': 'Bali', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","skema dan peluang investasi di ibu kota nusantara sangat bermanfaat bagi pembangunan ikn 
jawa  bali",0,114.431626,-8.849261
1.58E+18,"{'fullName': 'South Borneo, Indonesia', 'name': 'South Borneo', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","skema dan peluang investasi di ibu kota nusantara

kalsel",0,114.345859,-5.585365
1.58E+18,"{'fullName': 'Bali, Indonesia', 'name': 'Bali', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","skema dan peluang investasi di ibu kota nusantara 






bali",0,114.431626,-8.849261
1.58E+18,"{'fullName': 'Kota Makassar, Sulawesi Selatan', 'name': 'Kota Makassar', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","skema dan peluang investasi di ibu kota nusantara







sulawesi selatan",0,119.37851,-5.2333421
1.58E+18,"{'fullName': 'Jambi Luar Kota, Indonesia', 'name': 'Jambi Luar Kota', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}","skema dan peluang investasi di ibu kota nusantara 






jambi",0,103.47953,-1.754549
1.58E+18,"{'fullName': 'Bali, Indonesia', 'name': 'Bali', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","skema dan peluang investasi di ibu kota nusantara





bali",0,114.431626,-8.849261
1.58E+18,"{'fullName': 'Yogyakarta, Indonesia', 'name': 'Yogyakarta', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","skema dan peluang investasi di ibu kota nusantara
daerah istimewa yogyakarta
ikn yogyakarta",0,110.006125,-8.206926
1.58E+18,"{'fullName': 'Rambutan, Indonesia', 'name': 'Rambutan', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}","nama nusantara dipilih untuk ibu kota negara dengan alasan kata tersebut sudah dikenal sejak lama dan ikonik di dunia internasional






sumatera selatan",0,104.794609,-3.190822
1.58E+18,"{'fullName': 'South Sumatra, Indonesia', 'name': 'South Sumatra', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","skema dan peluang investasi di ibu kota nusantara






sumatera selatan",0,102.076968,-4.891785
1.58E+18,"{'fullName': 'Yogyakarta, Indonesia', 'name': 'Yogyakarta', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}",udah pada tau belum alasan nusantara dipilih untuk ibu kota negara ikn  daerah istimewa yogyakarta ikn yogyakarta,0,110.006125,-8.206926
1.58E+18,"{'fullName': 'Yogyakarta, Indonesia', 'name': 'Yogyakarta', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}",skema dan peluang investasi di ibu kota nusantara   daerah istimewa yogyakarta ikn yogyakarta,0,110.006125,-8.206926
1.58E+18,"{'fullName': 'Balikpapan Tengah, Indonesia', 'name': 'Balikpapan Tengah', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}","ini yang penasaran sama calon ibu kota nusantara isinya gimna

hutan gaess ga ada bangunan tinggi",-1,116.8135931,-1.2751331
1.58E+18,"{'fullName': 'Moluccas, Indonesia', 'name': 'Moluccas', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","dukung dan jaga keamanan pembangunan ibu kota ink nusantara






 



 berjuang bersama maluku",1,125.718516,-8.347827
1.58E+18,"{'fullName': 'West Nusa Tenggara, Indonesia', 'name': 'West Nusa Tenggara', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}",ikapakarti siap mendukung serta menjaga keamanan pembangunan ibu kota ikn nusantara mahasiswa nusa tenggara barat mendukung pembangunan ikn nusantara,1,115.820981,-9.109656
1.58E+18,"{'fullName': 'Jakarta Capital Region, Indonesia', 'name': 'Jakarta Capital Region', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}",pembangunan ibu kota ikn nusantara,0,106.6884,-6.37657
1.58E+18,"{'fullName': 'Cibeunying Kidul, Indonesia', 'name': 'Cibeunying Kidul', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}","udah tau belum  tujuan utaman ikn ibu kota nusantara






 



jawa barat",0,107.630105,-6.9134797
1.58E+18,"{'fullName': 'Cibeunying Kidul, Indonesia', 'name': 'Cibeunying Kidul', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}","inilah  prioritas investasi di ikn ibu kota nusantara






 



jawa barat",0,107.630105,-6.9134797
1.58E+18,"{'fullName': 'Aceh, Indonesia', 'name': 'Aceh', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}",berita aceh  masyarakat daya siap memberdayakan seni dan budaya di ibu kota negara baru nusantara,0,95.004677,2.005044
1.58E+18,"{'fullName': 'Aceh, Indonesia', 'name': 'Aceh', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}",update aceh  masyarakat daya siap memberdayakan seni dan budaya di ibu kota negara baru nusantara,0,95.004677,2.005044
1.58E+18,"{'fullName': 'South Sumatra, Indonesia', 'name': 'South Sumatra', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","anies gagal atasi banjir ibu kota
sumatera selatan",-1,102.076968,-4.891785
1.58E+18,"{'fullName': 'South Sumatra, Indonesia', 'name': 'South Sumatra', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","anies gagal memimpin ibu kota
jadi gubernur bae gagal apolagi nak jadi presiden kacau indonesia dibuatnyo
sumatera selatan",-1,102.076968,-4.891785
1.58E+18,"{'fullName': 'Moluccas, Indonesia', 'name': 'Moluccas', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","kawasan inti pusat pemerintahan ibu kota nusantara kipp ikn dirancang sebagai sebuah kota yang terhubung dan menyatu dengan alam





 berjuang bersama maluku",0,125.718516,-8.347827
1.58E+18,"{'fullName': 'Moluccas, Indonesia', 'name': 'Moluccas', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","kawasan inti pusat pemerintahan ibu kota nusantara kipp ikn dirancang sebagai sebuah kota yang terhubung dan menyatu dengan alam





 maluku bisa",0,125.718516,-8.347827
1.58E+18,"{'fullName': 'Lampung Selatan, Lampung', 'name': 'Lampung Selatan', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}",kawasan inti pusat pemerintahan ibu kota nusantara,0,104.933533,-5.980556
1.58E+18,"{'fullName': 'North Moluccas, Indonesia', 'name': 'North Moluccas', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","kawasan inti pusat pemerintahan ibu kota nusantara 





ternate  malut  maluku utara",0,117.182171,-7.586469
1.58E+18,"{'fullName': 'Bali, Indonesia', 'name': 'Bali', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","pembangunan ibu kota nusantara sebagai wujud indonesia maju dan cerdas
pemuda arsitek se jawa bali dukung pembangunan ikn nusantara",1,114.431626,-8.849261
1.58E+18,"{'fullName': 'Bali, Indonesia', 'name': 'Bali', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","kawasan inti pusat pemerintahan ibu kota nusantara dirancang sebagai sebuah kota yang terhubung dan menyatu dengan alam





 
bali",0,114.431626,-8.849261
1.58E+18,"{'fullName': 'Semarang, Jawa Tengah', 'name': 'Semarang', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}",pembangunan ibu kota nusantara bukanlah hanya membangun fisik semesta tetapi membangun kota yang yang layak huni dan dicintai warganya,0,110.253963,-7.496949
1.58E+18,"{'fullName': 'South Sumatra, Indonesia', 'name': 'South Sumatra', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}",ikn nusantara wujudkan ibu kota berkelas dunia sumatera selatan mendukung pembangunan ikn nusantara,0,102.076968,-4.891785
1.58E+18,"{'fullName': 'Kota Mataram, Nusa Tenggara Barat', 'name': 'Kota Mataram', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","dukung ikn nusantara menuju indonesia maju dan sejahtera







nusa tenggara barat mendukung pemindahan ibu kota baru",1,116.069081,-8.623615
1.58E+18,"{'fullName': 'Kota Selatan, Indonesia', 'name': 'Kota Selatan', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}",mantap ikn nusantara menjadi ibu kota yang maju dan tertata dengan konsep yang smart city,1,123.0346946,0.4795366
1.58E+18,"{'fullName': 'Central Borneo, Indonesia', 'name': 'Central Borneo', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","selain menjadi ibu kota yang indah ikn mampu menarik wisatawan lokal dan luar negeri
masyarakat kalimantan tengah kalteng dukung pembangunan ikn nusantara indonesia maju",0,110.734124,-3.5622
1.58E+18,"{'fullName': 'East Nusa Tenggara, Indonesia', 'name': 'East Nusa Tenggara', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}",tidak hanya jadi ibu kota yang indah ikn siap tarik wisatawan lokal dan mancanegara kami masyarakat nusa tenggara timur mendukung pembangunan ikn nusantara,0,118.927002,-11.007615
1.58E+18,"{'fullName': 'Bali, Indonesia', 'name': 'Bali', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","seluruh masyarakat indonesia sangat bersyukur pemerintah telah menetapkan ibu kota negara nusantara

suara bali",1,114.431626,-8.849261
1.58E+18,"{'fullName': 'Kota Jambi, Jambi', 'name': 'Kota Jambi', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","ikn nusantara akan mengusung kota green city untuk wujudkan ibu kota yang sehat

jambi",1,103.571625,-1.684741
1.58E+18,"{'fullName': 'Banten, Indonesia', 'name': 'Banten', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","sejumlah pengusaha di rusia menilai peluang investasi di ikn nusantara sangat menarik untuk dilakukan dan tengah mencari titik masuk untuk berinvestasi di proyek ibu kota baru indonesia tersebut



banten",0,105.099716,-6.9997
1.58E+18,"{'fullName': 'Sumurbandung, Indonesia', 'name': 'Sumurbandung', 'type': 'city', 'country': 'Indonesia', 'countryCode': 'ID'}","ikn nusantara kaltim bawa kebanggaan sangat bangga karena kaltim terpilih sebagai ibu kota negara



jawa barat",1,107.604046,-6.922359
1.58E+18,"{'fullName': 'Gorontalo, Indonesia', 'name': 'Gorontalo', 'type': 'admin', 'country': 'Indonesia', 'countryCode': 'ID'}","ikn nusantara bawa investor asia
gorontalo bangga punya ibu kota nusantara",0,121.1612453,0.3057512
