id,date,tweets,processed_tweets,negative,neutral,positive
1.58652e+18,10/30/2022,menteri pupr basuki hadimuljono menyampaikan bendungan sepaku semoi diproyeksikan sebagai infrastruktur penyediaan kebutuhan air baku dan pengendalian banjir di kawasan ibu kota nusantara ikn,menteri pupr basuki hadimuljono bendungan sepaku semoi diproyeksikan infrastruktur penyediaan kebutuhan air baku pengendalian banjir,0,1,0
1.58652e+18,10/30/2022,menteri ketenagekerjaan ida fauziyah mengungkapkan kebutuhan tenaga kerja untuk pembangunan ibu kota nusantara ikn akan di sesuaikan,menteri ketenagekerjaan ida fauziyah kebutuhan tenaga kerja sesuaikan,0,1,0
1.58651e+18,10/30/2022,"metaverse ikn nusantara ini adalah hasil kolaborasi berbagai anak nusa untuk mendukung pembangunan ibu kota negara baru
 
rest in peace 
malam minggu malam minggu
kanjuruhan","metaverse hasil kolaborasi anak nusa mendukung baru
 
rest in peace 
malam minggu malam minggu
kanjuruhan",0,0,1
1.58649e+18,10/29/2022,nah ini salah satunya ayo ikut saya masa depan kita mulai dari sini selamat datang di ibu kota nusantara,salah satunya ayo selamat,0,0,1
1.58649e+18,10/29/2022,untuk pembangunan ibu kota negara ikn nusantara tahap  ada komitmen investasi sebesar rp  triliun,tahap  komitmen investasi rp  triliun,0,1,0
1.58649e+18,10/29/2022,pemerintah optimis ekonomi   memprediksi pertumbuhan akan naik menjadi  pada  ayo generasi muda mari kita membangun ibu kota nusantara bersamasama melalui inovasi dan kreativitas,optimis ekonomi   memprediksi pertumbuhan   ayo generasi muda mari membangun bersamasama inovasi kreativitas,0,0,1
1.58649e+18,10/29/2022,setelah itu layar menampilkan presiden jokowi versi avatar yang kemudian mengajak para peserta memasuki ibu kota nusantara ikn versi digital,layar menampilkan versi avatar mengajak peserta memasuki versi digital,0,1,0
1.58644e+18,10/29/2022,liat ibu kota nusantara versi metaverse jagat nusantara,liat versi metaverse jagat,0,1,0
1.58642e+18,10/29/2022,jokowi gas pol infrastruktur  bendungan sepaku semoi dibangun untuk ibu kota nusantara amp balikpapan,gas pol infrastruktur  bendungan sepaku semoi dibangun amp balikpapan,0,1,0
1.58641e+18,10/29/2022,presiden joko widodo meninjau pembangunan infrastruktur kawasan ibu kota nusantara ikn di kabupaten penajam paser utara provinsi kalimantan timur pada selasa  oktober,meninjau infrastruktur kabupaten penajam paser utara provinsi selasa  oktober,0,1,0
1.5864e+18,10/29/2022,menunjang pembangunan infrastruktur di ibu kota nusantara ikn pt brantas abipraya persero bendungan sepaku semoi di desa tengin baru kecamatan sepaku kabupaten penajam paser utara kalimantan timur,menunjang infrastruktur pt brantas abipraya persero bendungan sepaku semoi desa tengin kecamatan sepaku kabupaten penajam paser utara,0,1,0
1.58639e+18,10/29/2022,"pemerintah menyiapkan kompetensi para calon pekerja yang akan bersamasama membangun ibu kota nusantara

 gas pol penyerapan tenaga kerja","kompetensi calon pekerja bersamasama membangun nusantara

 gas pol penyerapan tenaga kerja",0,1,0
1.58639e+18,10/29/2022,"bendungan sepaku nantinya sangat berperan penting untuk ibu kota nusantara amp balikpapan

 gas pol infrastruktur","bendungan sepaku berperan amp balikpapan

 gas pol infrastruktur",0,1,0
1.58638e+18,10/29/2022,setibanya di pelabuhan cita sabut kecamatan sepaku kabupaten penajam paser utara presiden dan rombongan akan menuju titik nol  ibu kota nusantara ikn yang ada di kabupaten penajam paser utara,pelabuhan cita sabut kecamatan sepaku kabupaten penajam paser utara rombongan  kabupaten penajam paser utara,0,1,0
1.58637e+18,10/29/2022,jagat hadirkan dunia virtual ibu kota nusantara,jagat hadirkan dunia virtual kota nusantara,0,1,0
1.58637e+18,10/29/2022,presiden  amp para pemuda memasuki ibu kota nusantara ikn versi digitallalu mengajak mereka bersatu di hari sumpah pemuda adegan itu tampil di layar saat presiden meluncurkan platform digital berbasis interaksi sosial di dunia virtual jagat nusantara jumat, amp pemuda memasuki versi digitallalu mengajak bersatu sumpah pemuda adegan tampil layar meluncurkan platform digital berbasis interaksi sosial dunia virtual jagat jumat,0,1,0
1.58637e+18,10/29/2022,presiden jokowi mengajak para pemuda memasuki ibu kota nusantara versi digitallalu mengajak mereka bersatu di hari sumpah pemuda itu adalah adegan di layar saat presiden meluncurkan platform digital berbasis interaksi sosial di dunia virtual jagat nusantarajumat,mengajak pemuda memasuki versi digitallalu mengajak bersatu sumpah pemuda adegan layar meluncurkan platform digital berbasis interaksi sosial dunia virtual jagat nusantarajumat,0,1,0
1.58636e+18,10/29/2022,tenaga kerja di ibu kota nusantara disesuaikan dengan kebutuhan pemerintah juga menyiapkan melalui pelatihanpelatihan baik di balai pelatihan vokasi samarinda maupun balai pelatihan vokasi lainnya,tenaga kerja disesuaikan kebutuhan pelatihanpelatihan balai pelatihan vokasi samarinda balai pelatihan vokasi,0,1,0
1.58635e+18,10/29/2022,para seniman tanah air juga dapat berkreasi dan menikmati hasilnya seperti konser musik kita juga bisa berolahraga akan menjadi pengalaman bersama yang seru ayo generasi muda mari kita membangun ibu kota nusantara bersama melalui inovasi dan kreativitas ungkap presiden,seniman air berkreasi menikmati hasilnya konser musik berolahraga pengalaman seru ayo generasi muda mari membangun inovasi kreativitas,0,0,1
1.58635e+18,10/29/2022,"dengan mengucapkan bismillahirahmanirrahim pada sore hari ini secara resmi saya luncurkan jagat nusantara ujar presiden 

setelah itu layar menampilkan presiden jokowi versi avatar yang kemudian mengajak para peserta memasuki ibu kota nusantara ikn versi digital","bismillahirahmanirrahim sore resmi luncurkan jagat 

setelah layar menampilkan versi avatar mengajak peserta memasuki versi digital",0,1,0
1.58635e+18,10/29/2022,presiden  meluncurkan platform dunia digital atau metaverse yang terhubung dengan ibu kota nusantara ikn platform dunia digital ini bernama jagat nusantara platform ini diluncurkan bertepatan dengan hari sumpah pemuda yaitu pada tanggal  oktober, meluncurkan platform dunia digital metaverse terhubung platform dunia digital bernama jagat platform diluncurkan bertepatan sumpah pemuda tanggal  oktober,0,1,0
1.58634e+18,10/29/2022,luncurkan platform digital jagat nusantara presiden jokowi selamat datang di ibu kota nusantara askara  presiden joko widodo meluncurkan platform digital berbasis interaksi sosial di dunia virtual bernama jagat nusantara acara peluncuran tersebut,luncurkan platform digital jagat selamat askara  meluncurkan platform digital berbasis interaksi sosial dunia virtual bernama jagat acara peluncuran,0,1,0
1.58633e+18,10/29/2022,turut hadir dalam acara tersebut yaitu menteri sek negara pratikno menteri bumn erick thohir menteri koperasi amp usaha kecil menengah teten masduki wakil menteri pariwisata amp ekonomi kreatif angela tanoesoedibjo dan kepala badan otorita ibu kota nusantara bambang susantono,hadir acara menteri sek pratikno menteri bumn erick thohir menteri koperasi amp usaha menengah teten masduki wakil menteri pariwisata amp ekonomi kreatif angela tanoesoedibjo badan bambang susantono,0,1,0
1.58633e+18,10/29/2022,"tinjau pembangunan infrastruktur ikn presiden jokowi ini progres yang baik

presiden jokowi meninjau pembangunan infrastruktur kawasan ibu kota nusantara ikn di kabupaten penajam paser utara provinsi kalimantan timur pada selasa  oktober","tinjau infrastruktur progres baik

presiden meninjau infrastruktur kabupaten penajam paser utara provinsi selasa  oktober",0,1,0
1.58633e+18,10/29/2022,luncurkan ikn versi virtualjokowi selamat datang di ibu kota nusantara,luncurkan versi virtualjokowi selamat,0,1,0
1.58633e+18,10/29/2022,selasa  oktober  presiden jokowi mengunjungi ibu kota nusantara ikn melalui jalur laut dengan menggunakan kri escolar   jarak dari pelabuhan semayang kota balikpapan ke pelabuhan cita sabut kecamatan sepaku kabupaten penajam paser utara ditempuh selama  jam,selasa  oktober  mengunjungi jalur laut kri escolar   jarak pelabuhan semayang balikpapan pelabuhan cita sabut kecamatan sepaku kabupaten penajam paser utara ditempuh  jam,0,1,0
1.58632e+18,10/29/2022,makan tu iknibu kota nusantarahahahakalau nkri ibu kota nya dki jakartabro,makan tu iknibu nusantarahahahakalau nkri nya dki jakartabro,1,0,0
1.58631e+18,10/29/2022,"presiden  versi avatar  mengajak para peserta memasuki ibu kota nusantara ikn versi digital saat luncurkan platform digital jagat nusantara

keren yaa"," versi avatar  mengajak peserta memasuki versi digital luncurkan platform digital jagat nusantara

keren yaa",0,1,0
1.58631e+18,10/29/2022,info lagii kalian udh bisa jalanjalan ke ibu kota nusantara secara virtual lewat jagat gaslah mumpung masih gratis heheh,info lagii udh jalanjalan virtual jagat gaslah mumpung gratis heheh,0,0,1
1.58631e+18,10/29/2022,wah bangga banget sekarang ada aplikasi dunia virtual pertama di indonesia kapan lagi ya kan kalian bisa jalan jalan ke ibu kota nusantara lewat aplikasi jagat,bangga banget aplikasi dunia virtual ya jalan jalan aplikasi jagat,0,0,1
1.5863e+18,10/29/2022,mudah an berbalikikn itu ibu kota nusantarakalau nkri ibukota nya dki jakartasilahkan gubernur mau nya apa silahkan jangan keluarin sumpah serapahkalau orang di pulau jawa ngeluarin sumpah palapa gimanamau apa elunanti penghuni nya wna china disana,mudah an berbalikikn nusantarakalau nkri ibukota nya dki jakartasilahkan gubernur nya silahkan keluarin sumpah serapahkalau orang pulau jawa ngeluarin sumpah palapa gimanamau elunanti penghuni nya wna china disana,1,0,0
1.5863e+18,10/29/2022,"dengan mengucapkan bismillahirahmanirrahim pada sore hari ini secara resmi saya luncurkan jagat nusantara ujar presiden jokowi

setelah itu layar menampilkan presiden jokowi versi avatar yang kemudian mengajak para peserta memasuki ibu kota nusantara ikn versi digital","bismillahirahmanirrahim sore resmi luncurkan jagat jokowi

setelah layar menampilkan versi avatar mengajak peserta memasuki versi digital",0,1,0
1.58629e+18,10/29/2022,menteri bumn erick thohir meminta jangan ada persepsi pemerintah pusat meninggalkan dki jakarta lantaran ada program ibu kota baru ikn nusantara,menteri bumn erick thohir persepsi pusat meninggalkan dki jakarta lantaran program,1,0,0
1.58628e+18,10/29/2022,setidaknya kini sudah ada  perusahaan rintisan yang memiliki dunia virtual di platform yang terhubung dengan ibu kota nusantara ikn itu, perusahaan rintisan memiliki dunia virtual platform terhubung,0,1,0
1.58627e+18,10/29/2022,"jagatio merupakan platforn dunia virtual pertama di indonesia yang terhubung dengan kota nyata yakni ibu kota nusantara ikn 
sumatera utara","jagatio platforn dunia virtual terhubung nyata 
sumatera utara",0,0,1
1.58626e+18,10/29/2022,"kerennya indonesia kita

presiden joko widodo meluncurkan metaverse khusus ibu kota negara ikn nusantara bernama jagat nusantara

baca artikel cnn indonesia jokowi luncurkan metaverse ikn bernama jagat nusantara selengkapnya di sini","kerennya kita

presiden widodo meluncurkan metaverse khusus bernama jagat nusantara

baca artikel cnn luncurkan metaverse bernama jagat selengkapnya",0,0,1
1.58626e+18,10/29/2022,masih gratis anda bisa jalanjalan ke ibu kota nusantara lewat jagat,gratis jalanjalan jagat,0,0,1
1.58625e+18,10/29/2022,presiden jokowi meninjau pembangunan infrastruktur kawasan ibu kota nusantara ikn di kabupaten penajam paser utara provinsi kalimantan timur pada selasa  oktober,meninjau infrastruktur kabupaten penajam paser utara provinsi selasa  oktober,0,1,0
1.58624e+18,10/29/2022,para seniman tanah air jg dapat berkreasi amp menikmati hasilnya seperti konser musik kita juga bisa berolahraga akan menjadi pengalaman bersama yg seru ayo generasi muda mari kita membangun ibu kota nusantara bersamasama melalui inovasi amp kreativitas ungkap presiden jokowi,seniman air jg berkreasi amp menikmati hasilnya konser musik berolahraga pengalaman yg seru ayo generasi muda mari membangun bersamasama inovasi amp kreativitas,0,0,1
1.58624e+18,10/29/2022,layar menampilkan presiden jokowi versi avatar yang kemudian mengajak para peserta memasuki ibu kota nusantara ikn versi digital dalam video tersebut presiden jokowi juga mengajak para generasi muda untuk bersatu bertepatan dengan momen hari sumpah pemuda,layar menampilkan versi avatar mengajak peserta memasuki versi digital video mengajak generasi muda bersatu bertepatan momen sumpah pemuda,0,1,0
1.58624e+18,10/29/2022,presiden jokowi versi avatar akan mengajak para peserta memasuki ibu kota nusantara ikn versi digital,versi avatar mengajak peserta memasuki versi digital,0,1,0
1.58624e+18,10/29/2022,ada yang berbeda dalam kunjungan presiden joko widodo ke ibu kota nusantara ikn pada selasa  oktober  biasanya presiden dan rombongan menggunakan jalur darat dari balikpapan ke ikn dengan waktu tempuh selama  jam,berbeda kunjungan selasa  oktober  rombongan jalur darat balikpapan tempuh  jam,0,1,0
1.58624e+18,10/29/2022,"info  jagat nusantara tampilkan dunia virtual ibu kota negara baru

aceh mendukung","info  jagat tampilkan dunia virtual baru

aceh mendukung",0,0,1
1.58624e+18,10/29/2022,"news  jagat nusantara tampilkan dunia virtual ibu kota negara baru

aceh mendukung","news  jagat tampilkan dunia virtual baru

aceh mendukung",0,1,0
1.58623e+18,10/29/2022,"pak  hadiri peluncuran platform digital jagat nusantara metaverse ikn 
generasi muda harus bersatu bangun masa depan bangsa baik scr ekonomi riil maupun ekonomi digital ayo ikut saya kita mulai dr sini selamat datang di ibu kota nusantara ucap presiden"," hadiri peluncuran platform digital jagat metaverse 
generasi muda bersatu bangun bangsa scr ekonomi riil ekonomi digital ayo dr selamat",0,0,1
1.58621e+18,10/29/2022,halu,halu,0,1,0
1.58621e+18,10/29/2022,kunjungi ibu kota nusantara di kaltim jokowi pembangunan akan terlihat januari,kunjungi kaltim januari,0,1,0
1.5862e+18,10/29/2022,penipuan ko semakin masif yasetiap hari ada aja,penipuan ko masif yasetiap aja,0,1,0
1.5862e+18,10/29/2022,"gubernur kaltim isran noor menyinggung pihakpihak yang tak setuju terhadap pembangunan ibu kota nusantara ikn
ia menekankan bahwa pembangunan ikn merupakan kepentingan nasional

tahu sendiri mayoritas kadrun pasti tidak setuju","gubernur kaltim isran noor menyinggung pihakpihak setuju ikn
ia menekankan kepentingan nasional

tahu mayoritas kadrun setuju",1,0,0
1.5862e+18,10/29/2022,para generasi muda harus bersatu untuk membangun masa depan bangsa baik secara ekonomi riil maupun ekonomi digital nah ini salah satunya ayo ikut saya masa depan kita mulai dari sini selamat datang di ibu kota nusantara,generasi muda bersatu membangun bangsa ekonomi riil ekonomi digital salah satunya ayo selamat,0,0,1
1.5862e+18,10/29/2022,kenalkan namanya  jagat nusantara platform digital berbasis interaksi sosial di dunia virtual aplikasi jalan jalan virtual menuju ibu kota nusantara ikn versi digital,kenalkan namanya  jagat platform digital berbasis interaksi sosial dunia virtual aplikasi jalan jalan virtual versi digital,0,0,1
1.58619e+18,10/29/2022,presiden jokowi menghimbau untuk penerapan tenaga kerja di ibu kota nusantara sesuai dengan kebutuhan,menghimbau penerapan tenaga kerja sesuai kebutuhan,0,1,0
1.58618e+18,10/29/2022,keberadaan jembatan pulau balang memiliki peran penting dalam pembangunan ibu kota nusantara ikn,keberadaan jembatan pulau balang memiliki peran,0,1,0
1.58617e+18,10/29/2022,"selamat datang di ibu kota nusantara

menteri bumn  turut hadir dalam acara peluncuran platform digital lokal jagat nusantara digelar di djakarta theater jakarta pusat","selamat nusantara

menteri bumn  hadir acara peluncuran platform digital lokal jagat digelar djakarta theater jakarta pusat",0,1,0
1.58616e+18,10/29/2022,"sederet pembangunan infrastruktur dasar ibu kota nusantara atau ikn nusantara di kalimantan timur dimulai pada  ini
antara lain bbpjn telah menyiapkan pembangunan sarana jalan tol dan pendukung pembangunan infrastruktur ibu kota nusantara atau ikn nusantara","sederet infrastruktur dasar  ini
antara bbpjn sarana jalan tol pendukung infrastruktur",0,1,0
1.58616e+18,10/29/2022,"kebijakan yg tepat dari pakde jokowi 
benar kata pakde ibu kota bukan hanya simbol identitas bangsa tetapi juga representasi kemajuan bangsaini demi terwujudnya pemerataan dan keadilan ekonomiini demi visi indonesia maju indonesia yg hidup selamalamanya

ikn nusantara","kebijakan yg pakde 
benar pakde simbol identitas bangsa representasi kemajuan bangsaini terwujudnya pemerataan keadilan ekonomiini visi maju yg hidup selamalamanya

ikn",0,0,1
1.58616e+18,10/29/2022,"infrastruktur dasar dan paling awal dibangun di ikn nusantara adalah sumber air karena akan jadi nyawa ibu kota baru nantipresiden jokowi

ketakutan finansial ari lasso
rehan lisa open po halloween","infrastruktur dasar dibangun sumber air nyawa nantipresiden jokowi

ketakutan finansial ari lasso
rehan lisa open po halloween",0,1,0
1.58616e+18,10/29/2022,"balai besar pelaksanaan jalan nasional bbpjn telah siapkan pembangunan sarana jalan dan pendukung pembangunan infrastruktur ibu kota nusantara atau ikn nusantara

selanjutnya pembangunan jalan dari karang joang menuju kariangau langsung ke pulau balang","balai pelaksanaan jalan nasional bbpjn siapkan sarana jalan pendukung infrastruktur nusantara

selanjutnya jalan karang joang kariangau langsung pulau balang",0,1,0
1.58616e+18,10/29/2022,"ya
ibu kota
negara baru 
jagad nusantara
inves dong un konsesi  th","ya
ibu kota
negara 
jagad nusantara
inves un konsesi  th",0,1,0
1.58614e+18,10/28/2022,"presiden joko widodo meluncurkan metaverse khusus ibu kota negara ikn nusantara bernama jagat nusantara

metaverse ikn nusantara ini adalah hasil kolaborasi berbagai anak bangsa untuk mendukung pembangunan ibu kota negara baru","widodo meluncurkan metaverse khusus bernama jagat nusantara

metaverse hasil kolaborasi anak bangsa mendukung",0,0,1
1.58613e+18,10/28/2022,menampilkan presiden jokowi versi avatar yang kemudian mengajak para peserta memasuki ibu kota nusantara ikn versi digital dlam video tersebut presiden jokowi juga mengajak para generasi muda untk bersatu bertepatn dengan momen hari sumpah pemuda,menampilkan versi avatar mengajak peserta memasuki versi digital dlam video mengajak generasi muda untk bersatu bertepatn momen sumpah pemuda,0,1,0
1.58613e+18,10/28/2022,plt sesmenpora jonni mardizal mengatakan bahwa beliau telah membuka secara resmi kemah pemuda indonesia di ibu kota nusantara,plt sesmenpora jonni mardizal beliau membuka resmi kemah pemuda,0,1,0
1.58613e+18,10/28/2022,plt sesmenpora jonni mardizal membuka secara resmi kemah pemuda indonesia di ibu kota nusantara,plt sesmenpora jonni mardizal membuka resmi kemah pemuda,0,1,0
1.58613e+18,10/28/2022,"plt sesmenpora jonni mardizal membuka secara resmi kemah pemuda indonesia di ibu kota nusantara  
semoga berjalan dengan lancar","plt sesmenpora jonni mardizal membuka resmi kemah pemuda  
semoga berjalan lancar",0,1,0
1.58613e+18,10/28/2022,plt sesmenpora jonni mardizal telah membuka secara resmi kemah pemuda indonesia di ibu kota nusantara,plt sesmenpora jonni mardizal membuka resmi kemah pemuda,0,1,0
1.58613e+18,10/28/2022,plt sesmenpora jonni mardizal telah membuka secara resmi kemah pemuda  indonesia yang diadakan di ibu kota nusantara,plt sesmenpora jonni mardizal membuka resmi kemah pemuda  diadakan,0,1,0
